Ano,Mês,Processo,AnoDoProcesso,Tipo_PF_PJ,CPF_CNPJ,Substância,UF,CodigoMunicipio,Município,QuantidadeComercializada,UnidadeDeMedida,ValorRecolhido,DataCriacao
2022,12,833597.0,2006.0,PJ,01969976000130,AREIA,MG,3168606,TEÓFILO OTONI,301,t  ,"356,94",2022-12-16 16:36:00
2022,12,833597.0,2006.0,PJ,01969976000130,AREIA,MG,3168606,TEÓFILO OTONI,"149,8",t  ,"126,08",2022-12-16 16:35:00
2022,12,833597.0,2006.0,PJ,01969976000130,AREIA,MG,3168606,TEÓFILO OTONI,91,t  ,"101,55",2022-12-16 16:34:00
2022,12,831424.0,2013.0,PJ,19296734000198,GRANITO,MG,3156502,RUBELITA,"14,21",m3 ,"1115,99",2022-12-13 16:21:00
2022,12,830016.0,2004.0,PJ,39282298000105,GRANITO,MG,3119500,CORONEL MURTA,"8,82",m3 ,"152,19",2022-12-13 14:02:00
2022,12,832119.0,1986.0,PJ,42794263000160,FELDSPATO,MG,3157005,SALINAS,"76,59",m3 ,"4563,83",2022-12-17 11:31:00
2022,12,830011.0,2007.0,PJ,00968624000105,GRANITO,MG,3141405,MEDINA,"8,61",m3 ,"33,19",2022-12-14 09:51:00
2022,12,832950.0,2007.0,PF,***046805**,AREIA,MG,3169703,TURMALINA,1005,t  ,"155,2",2022-12-26 11:09:00
2022,12,832348.0,2000.0,PJ,03933619000147,GRANITO,MG,3133303,ITAOBIM,"282,63",t  ,"3403,71",2022-12-19 09:51:00
2022,12,834323.0,2007.0,PJ,03933619000147,GRANITO,MG,3156502,RUBELITA,"219,37",t  ,"5886,38",2022-12-19 09:56:00
2022,12,821951.0,1969.0,PJ,05106351000103,FELDSPATO,MG,3134004,ITINGA,"25,63",t  ,"1344,65",2022-12-19 16:41:00
2022,12,832578.0,2012.0,PJ,09094556000169,GRANITO,MG,3119500,CORONEL MURTA,"32,77",m3 ,"310,39",2022-12-08 14:07:00
2022,12,832586.0,2009.0,PJ,09094556000169,GRANITO,MG,3119500,CORONEL MURTA,"129,56",m3 ,"1227,04",2022-12-08 14:04:00
2022,12,830893.0,2013.0,PJ,22108450000135,GNAISSE,MG,3157005,SALINAS,"10157,44",m3 ,"5476,47",2022-12-22 16:14:00
2022,12,830683.0,2015.0,PJ,03478696000154,AREIA,MG,3168606,TEÓFILO OTONI,"359,98",t  ,"139,55",2022-12-05 10:32:00
2022,12,832358.0,2008.0,PJ,01902521000105,ARGILA,MG,3169703,TURMALINA,400,t  ,16,2022-12-05 10:38:00
2022,12,832358.0,2008.0,PJ,01902521000105,ARGILA,MG,3169703,TURMALINA,300,t  ,24,2022-12-05 10:35:00
2022,12,831680.0,2012.0,PJ,01902521000105,ARGILA,MG,3169703,TURMALINA,200,t  ,8,2022-12-05 10:30:00
2022,12,833597.0,2006.0,PJ,01969976000130,AREIA,MG,3168606,TEÓFILO OTONI,420,t  ,"376,75",2022-12-28 17:02:00
2022,12,831501.0,2003.0,PJ,04867725000132,XISTO,MG,3134004,ITINGA,"291,14",t  ,"4314,94",2022-12-19 16:22:00
2022,12,830564.0,2015.0,PJ,25482167000167,ARGILA,MG,3141801,MINAS NOVAS,300,t  ,12,2022-12-05 10:50:00
2022,12,830564.0,2015.0,PJ,25482167000167,ARGILA,MG,3141801,MINAS NOVAS,350,t  ,14,2022-12-05 10:48:00
2022,12,832983.0,2011.0,PJ,25482167000167,ARGILA,MG,3169703,TURMALINA,350,t  ,14,2022-12-05 10:56:00
2022,12,832983.0,2011.0,PJ,25482167000167,ARGILA,MG,3169703,TURMALINA,400,t  ,32,2022-12-05 10:55:00
2022,12,830089.0,2000.0,PJ,36346393000137,GRANITO,MG,3134004,ITINGA,"47,37",m3 ,"762,61",2022-12-13 10:27:00
2022,12,832100.0,2006.0,PJ,03087551000122,GNAISSE,MG,3168606,TEÓFILO OTONI,"16342,78",t  ,"238,28",2022-12-08 14:30:00
2022,12,832779.0,2010.0,PJ,05591773000103,GRANITO,MG,3156502,RUBELITA,"43,92",m3 ,"2128,47",2022-12-14 13:25:00
2022,12,930078.0,1997.0,PJ,21228861000100,GRAFITA,MG,3148707,PEDRA AZUL,"3876,65",t  ,"370748,47",2022-12-05 09:50:00
2022,12,807022.0,1971.0,PJ,21624671000101,ESPODUMÊNIO,MG,3134004,ITINGA,"8323,27",t  ,"3363194,54",2022-12-21 10:59:00
2022,12,831608.0,2002.0,PJ,39365754000180,GRANITO,MG,3134004,ITINGA,"160,38",m3 ,"1934,82",2022-12-14 12:08:00
2022,12,830899.0,2017.0,PJ,39781309000100,GRANITO,MG,3169703,TURMALINA,2290,t  ,"2721,09",2022-12-28 13:32:00
2023,1,830663.0,2003.0,PJ,05284593000189,GRANITO,MG,3157005,SALINAS,"25,8",m3 ,"153,23",2022-12-26 14:51:00
2023,1,831071.0,2017.0,PJ,25102005000156,ARGILA,MG,3168606,TEÓFILO OTONI,270,t  ,"122,34",2022-12-05 17:05:00
2023,1,830770.0,2012.0,PJ,25897802000177,ARGILA,MG,3141801,MINAS NOVAS,200,t  ,70,2022-12-12 16:06:00
2023,1,832033.0,2009.0,PJ,11430465000107,AREIA,MG,3103405,ARAÇUAÍ,"1250,2",t  ,"230,25",2023-01-03 17:00:00
2023,1,834323.0,2007.0,PJ,03933619000147,GRANITO,MG,3156502,RUBELITA,"54,67",t  ,"1960,34",2023-01-17 15:47:00
2023,1,832545.0,1987.0,PJ,24042913000139,GRANITO,MG,3141405,MEDINA,"5,22",m3 ,"40,24",2023-01-19 18:29:00
2023,1,832119.0,1986.0,PJ,42794263000160,FELDSPATO,MG,3157005,SALINAS,"118,01",m3 ,"7079,06",2023-01-20 23:08:00
2023,1,831459.0,1986.0,PJ,71333736000120,GRANITO,MG,3141405,MEDINA,"21,64",m3 ,"178,08",2023-01-19 18:38:00
2023,1,830683.0,2015.0,PJ,03478696000154,AREIA,MG,3168606,TEÓFILO OTONI,"414,92",t  ,"170,69",2023-01-04 10:43:00
2023,1,832358.0,2008.0,PJ,01902521000105,ARGILA,MG,3169703,TURMALINA,300,t  ,12,2023-01-02 15:25:00
2023,1,831680.0,2012.0,PJ,01902521000105,ARGILA,MG,3169703,TURMALINA,300,t  ,12,2023-01-02 15:00:00
2023,1,831680.0,2012.0,PJ,01902521000105,ARGILA,MG,3169703,TURMALINA,300,t  ,12,2023-01-02 14:58:00
2023,1,831680.0,2012.0,PJ,01902521000105,ARGILA,MG,3169703,TURMALINA,300,t  ,12,2023-01-02 14:57:00
2023,1,831680.0,2012.0,PJ,01902521000105,ARGILA,MG,3169703,TURMALINA,300,t  ,12,2023-01-02 14:32:00
2023,1,832358.0,2008.0,PJ,01902521000105,ARGILA,MG,3169703,TURMALINA,200,t  ,8,2023-01-02 15:26:00
2023,1,832358.0,2008.0,PJ,01902521000105,ARGILA,MG,3169703,TURMALINA,250,t  ,10,2023-01-02 15:24:00
2023,1,832358.0,2008.0,PJ,01902521000105,ARGILA,MG,3169703,TURMALINA,300,t  ,12,2023-01-02 15:22:00
2023,1,832358.0,2008.0,PJ,01902521000105,ARGILA,MG,3169703,TURMALINA,250,t  ,10,2023-01-02 15:29:00
2023,1,831680.0,2012.0,PJ,01902521000105,ARGILA,MG,3169703,TURMALINA,250,t  ,10,2023-01-02 15:04:00
2023,1,832358.0,2008.0,PJ,01902521000105,ARGILA,MG,3169703,TURMALINA,200,t  ,8,2023-01-02 15:27:00
2023,1,831680.0,2012.0,PJ,01902521000105,ARGILA,MG,3169703,TURMALINA,250,t  ,10,2023-01-02 15:01:00
2023,1,831680.0,2012.0,PJ,01902521000105,ARGILA,MG,3169703,TURMALINA,250,t  ,10,2023-01-02 15:02:00
2023,1,832100.0,2006.0,PJ,03087551000122,GNAISSE,MG,3168606,TEÓFILO OTONI,"13300,17",t  ,"193,92",2023-01-06 09:51:00
2023,1,831501.0,2003.0,PJ,04867725000132,XISTO,MG,3134004,ITINGA,"13,64",t  ,"311,41",2023-01-25 10:15:00
2023,1,830893.0,2013.0,PJ,22108450000135,GNAISSE,MG,3157005,SALINAS,"5501,26",m3 ,"3066,79",2023-01-19 16:27:00
2023,1,830564.0,2015.0,PJ,25482167000167,ARGILA,MG,3141801,MINAS NOVAS,350,t  ,14,2023-01-02 14:29:00
2023,1,830564.0,2015.0,PJ,25482167000167,ARGILA,MG,3141801,MINAS NOVAS,300,t  ,12,2023-01-02 14:27:00
2023,1,830564.0,2015.0,PJ,25482167000167,ARGILA,MG,3141801,MINAS NOVAS,300,t  ,24,2023-01-02 14:24:00
2023,1,830564.0,2015.0,PJ,25482167000167,ARGILA,MG,3141801,MINAS NOVAS,300,t  ,12,2023-01-02 14:17:00
2023,1,830564.0,2015.0,PJ,25482167000167,ARGILA,MG,3141801,MINAS NOVAS,300,t  ,12,2023-01-02 14:23:00
2023,1,830564.0,2015.0,PJ,25482167000167,ARGILA,MG,3141801,MINAS NOVAS,250,t  ,10,2023-01-02 14:22:00
2023,1,832983.0,2011.0,PJ,25482167000167,ARGILA,MG,3169703,TURMALINA,250,t  ,10,2023-01-02 15:11:00
2023,1,832983.0,2011.0,PJ,25482167000167,ARGILA,MG,3169703,TURMALINA,350,t  ,14,2023-01-02 15:17:00
2023,1,830089.0,2000.0,PJ,36346393000137,GRANITO,MG,3134004,ITINGA,76,m3 ,"1352,43",2023-01-16 09:32:00
2023,1,830011.0,2007.0,PJ,00968624000105,GRANITO,MG,3141405,MEDINA,"577,76",m3 ,"3177,7",2023-01-18 09:06:00
2023,1,830185.0,2010.0,PJ,04180718000168,GRANITO,MG,3156502,RUBELITA,"11,67",m2 ,"438,89",2023-01-13 11:05:00
2023,1,830663.0,2003.0,PJ,05284593000189,GRANITO,MG,3157005,SALINAS,"245,43",m3 ,"10214,45",2023-01-26 08:35:00
2023,1,832779.0,2010.0,PJ,05591773000103,GRANITO,MG,3156502,RUBELITA,"17,78",m3 ,"913,31",2023-01-13 15:09:00
2023,1,832578.0,2012.0,PJ,09094556000169,GRANITO,MG,3119500,CORONEL MURTA,"11,18",m3 ,"105,92",2023-01-11 16:39:00
2023,1,930078.0,1997.0,PJ,21228861000100,GRAFITA,MG,3148707,PEDRA AZUL,"260,39",t  ,"52433,9",2023-01-05 15:01:00
2023,1,930078.0,1997.0,PJ,21228861000100,GRAFITA,MG,3148707,PEDRA AZUL,"2961,22",t  ,"281458,48",2023-01-05 14:58:00
2023,1,807022.0,1971.0,PJ,21624671000101,ESPODUMÊNIO,MG,3134004,ITINGA,"724,49",t  ,"24116,63",2023-01-31 08:20:00
2023,1,830360.0,2018.0,PJ,27828398000105,FELDSPATO,MG,3134004,ITINGA,80000,kg ,"1238,94",2023-01-16 11:13:00
2023,1,831608.0,2002.0,PJ,39365754000180,GRANITO,MG,3134004,ITINGA,"101,58",m3 ,"1232,13",2023-01-30 10:23:00
2023,1,830367.0,2015.0,PJ,43215619000126,AREIA,MG,3133303,ITAOBIM,1092,t  ,"311,7",2023-01-27 11:27:00
2023,2,831071.0,2017.0,PJ,25102005000156,ARGILA,MG,3168606,TEÓFILO OTONI,99,t  ,"47,04",2023-02-01 15:13:00
2023,2,831039.0,2012.0,PJ,10831894000115,AREIA,MG,3141801,MINAS NOVAS,"0,06",t  ,19,2023-02-13 11:18:00
2023,2,832545.0,1987.0,PJ,24042913000139,GRANITO,MG,3141405,MEDINA,"10,25",m3 ,"72,35",2023-02-16 17:25:00
2023,2,831459.0,1986.0,PJ,71333736000120,GRANITO,MG,3141405,MEDINA,"47,42",m3 ,"367,95",2023-02-16 17:28:00
2023,2,832222.0,2012.0,PJ,21373593000101,GRANITO,MG,3119500,CORONEL MURTA,52,m3 ,"491,92",2023-02-22 20:09:00
2023,2,830924.0,2015.0,PF,***046805**,AREIA,MG,3169703,TURMALINA,60,t  ,"16,12",2023-02-26 23:53:00
2023,2,832358.0,2008.0,PJ,01902521000105,ARGILA,MG,3169703,TURMALINA,250,t  ,10,2023-02-02 08:14:00
2023,2,832358.0,2008.0,PJ,01902521000105,ARGILA,MG,3169703,TURMALINA,200,t  ,8,2023-02-02 08:12:00
2023,2,831680.0,2012.0,PJ,01902521000105,ARGILA,MG,3169703,TURMALINA,300,t  ,12,2023-02-02 08:05:00
2023,2,831680.0,2012.0,PJ,01902521000105,ARGILA,MG,3169703,TURMALINA,300,t  ,12,2023-02-02 07:59:00
2023,2,831922.0,2005.0,PJ,01902521000105,ARGILA REFRATÁRIA,MG,3169703,TURMALINA,250,t  ,10,2023-02-02 07:54:00
2023,2,830564.0,2015.0,PJ,25482167000167,ARGILA,MG,3141801,MINAS NOVAS,250,t  ,10,2023-02-02 07:50:00
2023,2,830564.0,2015.0,PJ,25482167000167,ARGILA,MG,3141801,MINAS NOVAS,250,t  ,10,2023-02-02 07:53:00
2023,2,830564.0,2015.0,PJ,25482167000167,ARGILA,MG,3141801,MINAS NOVAS,300,t  ,12,2023-02-02 07:52:00
2023,2,832983.0,2011.0,PJ,25482167000167,ARGILA,MG,3169703,TURMALINA,250,t  ,10,2023-02-02 08:15:00
2023,2,832983.0,2011.0,PJ,25482167000167,ARGILA,MG,3169703,TURMALINA,250,t  ,10,2023-02-02 08:18:00
2023,2,832983.0,2011.0,PJ,25482167000167,ARGILA,MG,3169703,TURMALINA,250,t  ,10,2023-02-02 08:20:00
2023,2,830089.0,2000.0,PJ,36346393000137,GRANITO,MG,3134004,ITINGA,"28,75",m3 ,"458,92",2023-02-10 16:07:00
2023,2,830185.0,2010.0,PJ,04180718000168,GRANITO,MG,3156502,RUBELITA,"34,93",m3 ,"1533,21",2023-02-09 11:05:00
2023,2,831501.0,2003.0,PJ,04867725000132,XISTO,MG,3134004,ITINGA,"80,74",t  ,"425,83",2023-02-27 20:21:00
2023,2,821951.0,1969.0,PJ,05106351000103,FELDSPATO,MG,3134004,ITINGA,"0,01",t  ,"2561,54",2023-02-27 20:32:00
2023,2,803441.0,1974.0,PJ,05106351000103,FELDSPATO,MG,3134004,ITINGA,"1,04",t  ,"22,51",2023-02-27 20:48:00
2023,2,833956.0,2012.0,PJ,07956583000178,GNAISSE,MG,3139201,MALACACHETA,"24,1",m3 ,"601,61",2023-02-27 08:37:00
2023,2,832578.0,2012.0,PJ,09094556000169,GRANITO,MG,3119500,CORONEL MURTA,"22,14",m3 ,"243,29",2023-02-08 10:41:00
2023,2,833857.0,2011.0,PJ,12294384000181,GRANITO,MG,3168606,TEÓFILO OTONI,"34,48",m3 ,"960,77",2023-02-27 19:15:00
2023,2,830195.0,2003.0,PJ,15783338000134,GRANITO,MG,3156502,RUBELITA,"93,78",m3 ,"2200,46",2023-02-27 21:06:00
2023,2,930078.0,1997.0,PJ,21228861000100,GRAFITA,MG,3148707,PEDRA AZUL,"142,96",t  ,"31914,9",2023-02-06 15:29:00
2023,2,930078.0,1997.0,PJ,21228861000100,GRAFITA,MG,3148707,PEDRA AZUL,"2438,93",t  ,"228942,9",2023-02-06 15:13:00
2023,2,830770.0,2012.0,PJ,25897802000177,ARGILA,MG,3141801,MINAS NOVAS,200000,t  ,60,2023-02-08 15:07:00
2023,2,833804.0,2008.0,PJ,25897802000177,ARGILA,MG,3169703,TURMALINA,200,t  ,30,2023-02-24 13:14:00
2023,2,832119.0,1986.0,PJ,42794263000160,FELDSPATO,MG,3157005,SALINAS,"48,7",m3 ,"4300,46",2023-02-28 17:38:00
2023,3,830515.0,2018.0,PJ,08701276000109,AREIA,MG,3171600,VIRGEM DA LAPA,"190,4",t  ,"38,11",2023-03-02 08:58:00
2023,3,830515.0,2018.0,PJ,08701276000109,AREIA,MG,3171600,VIRGEM DA LAPA,"12,8",t  ,"9,26",2023-03-02 09:07:00
2023,3,830337.0,1979.0,PJ,18702175000106,QUARTZO,MG,3103405,ARAÇUAÍ,"12,34",t  ,"208,27",2023-03-06 10:52:00
2023,3,830337.0,1979.0,PJ,18702175000106,QUARTZO,MG,3103405,ARAÇUAÍ,26,t  ,"422,39",2023-03-08 09:55:00
2023,3,830337.0,1979.0,PJ,18702175000106,QUARTZO,MG,3103405,ARAÇUAÍ,57,t  ,"939,89",2023-03-08 09:54:00
2023,3,830337.0,1979.0,PJ,18702175000106,QUARTZO,MG,3103405,ARAÇUAÍ,"8,4",t  ,"163,94",2023-03-08 09:52:00
2023,3,830337.0,1979.0,PJ,18702175000106,QUARTZO,MG,3103405,ARAÇUAÍ,27,t  ,"424,87",2023-03-08 09:58:00
2023,3,830337.0,1979.0,PJ,18702175000106,QUARTZO,MG,3103405,ARAÇUAÍ,"51,5",t  ,"1397,45",2023-03-08 09:49:00
2023,3,830337.0,1979.0,PJ,18702175000106,QUARTZO,MG,3103405,ARAÇUAÍ,"52,9",t  ,"927,88",2023-03-08 10:01:00
2023,3,830337.0,1979.0,PJ,18702175000106,QUARTZO,MG,3103405,ARAÇUAÍ,"55,8",t  ,"899,19",2023-03-08 10:02:00
2023,3,830337.0,1979.0,PJ,18702175000106,QUARTZO,MG,3103405,ARAÇUAÍ,31,t  ,"464,68",2023-03-08 10:03:00
2023,3,831680.0,2012.0,PJ,01902521000105,ARGILA,MG,3169703,TURMALINA,400,t  ,20,2023-03-13 09:16:00
2023,3,833612.0,2013.0,PJ,09554036000191,ARGILA,MG,3157005,SALINAS,522,t  ,"202,79",2023-03-14 14:33:00
2023,3,833612.0,2013.0,PJ,09554036000191,ARGILA,MG,3157005,SALINAS,551,t  ,"209,11",2023-03-14 14:34:00
2023,3,833612.0,2013.0,PJ,09554036000191,ARGILA,MG,3157005,SALINAS,580,t  ,"217,35",2023-03-14 14:36:00
2023,3,833611.0,2013.0,PJ,09554036000191,ARGILA,MG,3157005,SALINAS,638,t  ,"258,26",2023-03-14 14:40:00
2023,3,833611.0,2013.0,PJ,09554036000191,ARGILA,MG,3157005,SALINAS,348,t  ,"141,01",2023-03-14 14:41:00
2023,3,833611.0,2013.0,PJ,09554036000191,ARGILA,MG,3157005,SALINAS,638,t  ,"255,58",2023-03-14 14:42:00
2023,3,833611.0,2013.0,PJ,09554036000191,ARGILA,MG,3157005,SALINAS,464,t  ,"182,54",2023-03-14 14:43:00
2023,3,830796.0,2013.0,PJ,09554036000191,ARGILA,MG,3157005,SALINAS,638,t  ,"258,26",2023-03-14 14:49:00
2023,3,833612.0,2013.0,PJ,09554036000191,ARGILA,MG,3157005,SALINAS,464,t  ,"182,54",2023-03-14 14:32:00
2023,3,830796.0,2013.0,PJ,09554036000191,ARGILA,MG,3157005,SALINAS,348,t  ,"141,01",2023-03-14 14:49:00
2023,3,833612.0,2013.0,PJ,09554036000191,ARGILA,MG,3157005,SALINAS,87,t  ,"32,63",2023-03-14 14:37:00
2023,3,833611.0,2013.0,PJ,09554036000191,ARGILA,MG,3157005,SALINAS,87,t  ,"32,63",2023-03-14 14:47:00
2023,3,833612.0,2013.0,PJ,09554036000191,ARGILA,MG,3157005,SALINAS,638,t  ,"255,58",2023-03-14 14:31:00
2023,3,830796.0,2013.0,PJ,09554036000191,ARGILA,MG,3157005,SALINAS,464,t  ,"182,54",2023-03-14 14:51:00
2023,3,830796.0,2013.0,PJ,09554036000191,ARGILA,MG,3157005,SALINAS,87,t  ,"32,63",2023-03-14 14:56:00
2023,3,833612.0,2013.0,PJ,09554036000191,ARGILA,MG,3157005,SALINAS,348,t  ,"141,01",2023-03-14 14:31:00
2023,3,830796.0,2013.0,PJ,09554036000191,ARGILA,MG,3157005,SALINAS,551,t  ,"209,11",2023-03-14 14:53:00
2023,3,830796.0,2013.0,PJ,09554036000191,ARGILA,MG,3157005,SALINAS,580,t  ,"217,35",2023-03-14 14:55:00
2023,3,830683.0,2015.0,PJ,03478696000154,AREIA,MG,3168606,TEÓFILO OTONI,"372,28",t  ,"165,51",2023-03-06 10:56:00
2023,3,832545.0,1987.0,PJ,24042913000139,GRANITO,MG,3141405,MEDINA,"39,78",m3 ,"283,5",2023-03-21 17:28:00
2023,3,831459.0,1986.0,PJ,71333736000120,GRANITO,MG,3141405,MEDINA,"234,07",m3 ,"5251,31",2023-03-21 17:59:00
2023,3,834323.0,2007.0,PJ,03933619000147,GRANITO,MG,3156502,RUBELITA,"391,48",t  ,"10318,33",2023-03-06 10:51:00
2023,3,832033.0,2009.0,PJ,11430465000107,AREIA,MG,3103405,ARAÇUAÍ,"1089,5",t  ,"318,23",2023-03-07 15:54:00
2023,3,831071.0,2017.0,PJ,25102005000156,ARGILA,MG,3168606,TEÓFILO OTONI,196,t  ,"94,92",2023-03-02 12:29:00
2023,3,830515.0,2018.0,PJ,08701276000109,AREIA,MG,3171600,VIRGEM DA LAPA,"171,2",t  ,"23,6",2023-03-10 08:16:00
2023,3,832578.0,2012.0,PJ,09094556000169,GRANITO,MG,3119500,CORONEL MURTA,"80,61",m3 ,"817,92",2023-03-21 09:23:00
2023,3,830653.0,2012.0,PF,***056077**,AREIA,MG,3171600,VIRGEM DA LAPA,1600,t  ,"243,18",2023-03-30 12:33:00
2023,3,830924.0,2015.0,PF,***046805**,AREIA,MG,3169703,TURMALINA,195,t  ,"120,83",2023-03-30 21:04:00
2023,3,832358.0,2008.0,PJ,01902521000105,ARGILA,MG,3169703,TURMALINA,200,t  ,8,2023-03-09 15:32:00
2023,3,832358.0,2008.0,PJ,01902521000105,ARGILA,MG,3169703,TURMALINA,250,t  ,10,2023-03-09 15:38:00
2023,3,832358.0,2008.0,PJ,01902521000105,ARGILA,MG,3169703,TURMALINA,300,t  ,12,2023-03-09 15:43:00
2023,3,831680.0,2012.0,PJ,01902521000105,ARGILA,MG,3169703,TURMALINA,300,t  ,12,2023-03-09 15:15:00
2023,3,831680.0,2012.0,PJ,01902521000105,ARGILA,MG,3169703,TURMALINA,250,t  ,10,2023-03-09 15:13:00
2023,3,832358.0,2008.0,PJ,01902521000105,ARGILA,MG,3169703,TURMALINA,250,t  ,10,2023-03-09 15:46:00
2023,3,831680.0,2012.0,PJ,01902521000105,ARGILA,MG,3169703,TURMALINA,300,t  ,12,2023-03-09 15:10:00
2023,3,832358.0,2008.0,PJ,01902521000105,ARGILA,MG,3169703,TURMALINA,300,t  ,12,2023-03-09 15:47:00
2023,3,831680.0,2012.0,PJ,01902521000105,ARGILA,MG,3169703,TURMALINA,250,t  ,10,2023-03-09 15:00:00
2023,3,831680.0,2012.0,PJ,01902521000105,ARGILA,MG,3169703,TURMALINA,200,t  ,8,2023-03-09 14:58:00
2023,3,831922.0,2005.0,PJ,01902521000105,ARGILA REFRATÁRIA,MG,3169703,TURMALINA,250,t  ,10,2023-03-09 15:18:00
2023,3,831922.0,2005.0,PJ,01902521000105,ARGILA REFRATÁRIA,MG,3169703,TURMALINA,200,t  ,8,2023-03-09 15:23:00
2023,3,831501.0,2003.0,PJ,04867725000132,XISTO,MG,3134004,ITINGA,"254,28",t  ,"4116,76",2023-03-31 14:01:00
2023,3,803441.0,1974.0,PJ,05106351000103,FELDSPATO,MG,3134004,ITINGA,"166,98",t  ,"3052,63",2023-03-31 14:16:00
2023,3,803441.0,1974.0,PJ,05106351000103,FELDSPATO,MG,3134004,ITINGA,"0,93",t  ,"11,83",2023-03-31 14:34:00
2023,3,830663.0,2003.0,PJ,05284593000189,GRANITO,MG,3157005,SALINAS,"198,2",m3 ,"9573,58",2023-03-27 07:47:00
2023,3,832854.0,2003.0,PJ,05591773000103,GRANITO,MG,3134004,ITINGA,"136,95",m3 ,"8107,73",2023-03-15 14:10:00
2023,3,833857.0,2011.0,PJ,12294384000181,GRANITO,MG,3168606,TEÓFILO OTONI,"62,14",m3 ,"1665,74",2023-03-24 10:02:00
2023,3,807652.0,1973.0,PJ,21624671000101,MINÉRIO DE LÍTIO,MG,3103405,ARAÇUAÍ,"24759,85",t  ,"422560,15",2023-03-31 14:42:00
2023,3,807022.0,1971.0,PJ,21624671000101,ESPODUMÊNIO,MG,3134004,ITINGA,"1122,09",t  ,"91850,09",2023-03-30 13:32:00
2023,3,807652.0,1973.0,PJ,21624671000101,MINÉRIO DE LÍTIO,MG,3134004,ITINGA,"41284,03",t  ,"704567,49",2023-03-30 13:40:00
2023,3,830564.0,2015.0,PJ,25482167000167,ARGILA,MG,3141801,MINAS NOVAS,250,t  ,20,2023-03-09 13:46:00
2023,3,830564.0,2015.0,PJ,25482167000167,ARGILA,MG,3141801,MINAS NOVAS,250,t  ,20,2023-03-09 13:49:00
2023,3,830564.0,2015.0,PJ,25482167000167,ARGILA,MG,3141801,MINAS NOVAS,250,t  ,10,2023-03-09 13:55:00
2023,3,832983.0,2011.0,PJ,25482167000167,ARGILA,MG,3169703,TURMALINA,200,t  ,8,2023-03-09 15:50:00
2023,3,831608.0,2002.0,PJ,39365754000180,GRANITO,MG,3134004,ITINGA,"21,04",m3 ,"256,18",2023-03-29 08:32:00
2023,3,832119.0,1986.0,PJ,42794263000160,FELDSPATO,MG,3157005,SALINAS,"46,94",m3 ,"4187,95",2023-03-31 15:26:00
2023,3,830367.0,2015.0,PJ,43215619000126,AREIA,MG,3133303,ITAOBIM,"320,6",t  ,"106,81",2023-03-17 07:58:00
2023,3,830367.0,2015.0,PJ,43215619000126,AREIA,MG,3133303,ITAOBIM,"1072,4",t  ,"337,53",2023-03-17 08:07:00
2023,4,835006.0,2010.0,PJ,04392500000177,MINÉRIO DE OURO,MG,3103405,ARAÇUAÍ,"1,01",kg ,"7163,93",2023-04-13 08:39:00
2023,4,832578.0,2012.0,PJ,09094556000169,GRANITO,MG,3119500,CORONEL MURTA,"20,94",m3 ,"311,68",2023-04-06 14:25:00
2023,4,833804.0,2008.0,PJ,25897802000177,ARGILA,MG,3169703,TURMALINA,205,t  ,"30,75",2023-04-20 10:31:00
2023,4,830893.0,2013.0,PJ,22108450000135,GNAISSE,MG,3157005,SALINAS,"11311,59",m3 ,"5887,6",2023-04-20 16:06:00
2023,4,832545.0,1987.0,PJ,24042913000139,GRANITO,MG,3141405,MEDINA,"18,72",m3 ,"144,36",2023-04-24 16:01:00
2023,4,831459.0,1986.0,PJ,71333736000120,GRANITO,MG,3141405,MEDINA,"74,03",m3 ,"518,22",2023-04-24 16:32:00
2023,4,830924.0,2015.0,PF,***046805**,AREIA,MG,3169703,TURMALINA,"428,25",t  ,"213,14",2023-04-25 23:06:00
2023,4,821951.0,1969.0,PJ,05106351000103,FELDSPATO,MG,3134004,ITINGA,"34,5",t  ,"866,13",2023-04-18 21:09:00
2023,4,821951.0,1969.0,PJ,05106351000103,FELDSPATO,MG,3134004,ITINGA,"1,3",t  ,"114,03",2023-04-18 21:35:00
2023,4,830653.0,2012.0,PF,***056077**,AREIA,MG,3171600,VIRGEM DA LAPA,1600,t  ,"198,74",2023-04-20 09:44:00
2023,4,832358.0,2008.0,PJ,01902521000105,ARGILA,MG,3169703,TURMALINA,400,t  ,16,2023-04-05 07:41:00
2023,4,831922.0,2005.0,PJ,01902521000105,ARGILA REFRATÁRIA,MG,3169703,TURMALINA,900,t  ,36,2023-04-05 07:36:00
2023,4,830185.0,2010.0,PJ,04180718000168,GRANITO,MG,3156502,RUBELITA,"84,32",m3 ,"3317,95",2023-04-20 09:12:00
2023,4,831501.0,2003.0,PJ,04867725000132,XISTO,MG,3134004,ITINGA,"493,07",t  ,"3570,58",2023-04-18 20:54:00
2023,4,830663.0,2003.0,PJ,05284593000189,GRANITO,MG,3157005,SALINAS,"135,27",m3 ,"5053,71",2023-04-27 08:09:00
2023,4,832854.0,2003.0,PJ,05591773000103,GRANITO,MG,3134004,ITINGA,"106,26",m3 ,"6362,31",2023-04-21 16:07:00
2023,4,832779.0,2010.0,PJ,05591773000103,GRANITO,MG,3156502,RUBELITA,"102,35",m3 ,"4928,19",2023-04-21 16:13:00
2023,4,833956.0,2012.0,PJ,07956583000178,GNAISSE,MG,3139201,MALACACHETA,610,m3 ,"2196,81",2023-04-17 08:42:00
